cust_nm,cls_nm,io_no,gdi_dt,item_cd,expt_qty
블러썸,블러썸,I2205090007,20220509,2204SPTSH0211201YES,10
블러썸,블러썸,I2205090007,20220509,2204SPTSH0211201KKM,10
블러썸,블러썸,I2205090007,20220509,2204SPTSH0211201YEM,10
블러썸,블러썸,I2205090009,20220509,2204SPNT0353602BKM,5
블러썸,블러썸,I2205090009,20220509,2204SPNT0353602IVS,5
블러썸,블러썸,I2205090009,20220509,2204SPNT0353602IVM,5
블러썸,블러썸,I2205090009,20220509,2204SPNT0353601BKS,5
블러썸,블러썸,I2205090009,20220509,2204SPNT0353601BKM,5
블러썸,블러썸,I2205090009,20220509,2204SPNT0353601IVS,5
블러썸,블러썸,I2205090009,20220509,2204SPNT0353601IVM,5
NHNWETOO,가방팝,I2206290007,20220629,1000891796784/738670,468
NHNWETOO,가방팝,I2207070003,20220707,1000891796784/738670,461
쏠베라,잡화,I2207290001,20220729,50000,700
쏠베라,잡화,I2207280001,20220728,50000,700
쏠베라,잡화,I2207180001,20220718,50000,600
쏠베라,잡화,I2206300001,20220630,50000,1000
세컨박스,기본,I2207290001,20220729,IC-LK-KD-009,180
세컨박스,기본,I2207050001,20220705,IC-LK-KD-009,120
세컨박스,기본,I2207180001,20220718,IC-LK-KD-012,200
세컨박스,기본,I2207050001,20220705,IC-LK-KD-012,40
세컨박스,기본,I2206300001,20220630,IC-LK-KD-012,83
세컨박스,기본,I2207050001,20220705,IC-LK-KD-013,64
세컨박스,기본,I2206300001,20220630,IC-LK-KD-013,2
세컨박스,기본,I2207180001,20220718,IC-LK-KD-014,60
세컨박스,기본,I2206300001,20220630,IC-LK-KD-014,32
세컨박스,기본,I2207290001,20220729,IC-LK-KD-015,40
세컨박스,기본,I2206300001,20220630,IC-LK-KD-015,46
세컨박스,기본,I2207180001,20220718,IC-LK-KD-016,80
세컨박스,기본,I2207050001,20220705,IC-LK-KD-016,40
세컨박스,기본,I2206300001,20220630,IC-LK-KD-016,49
세컨박스,기본,I2206300001,20220630,IC-LK-KD-017,79
세컨박스,기본,I2207180001,20220718,IC-LK-KD-018,144
세컨박스,기본,I2206300001,20220630,IC-LK-KD-018,84
세컨박스,기본,I2207050002,20220705,IC-LK-KD-028,80
세컨박스,기본,I2206300001,20220630,IC-LK-KD-028,12
세컨박스,기본,I2207290001,20220729,IC-LK-KD-029,60
세컨박스,기본,I2207050001,20220705,IC-LK-KD-029,120
세컨박스,기본,I2206300001,20220630,IC-LK-KD-029,35
세컨박스,기본,I2206300001,20220630,IC-LK-KD-030,62
세컨박스,기본,I2207180002,20220718,IC-LK-KD-031,80
세컨박스,기본,I2207180001,20220718,IC-LK-KD-031,80
세컨박스,기본,I2207050001,20220705,IC-LK-KD-031,160
세컨박스,기본,I2206300001,20220630,IC-LK-KD-031,21
세컨박스,기본,I2207180001,20220718,IC-LK-KD-032,120
세컨박스,기본,I2206300001,20220630,IC-LK-KD-032,77
세컨박스,기본,I2207290001,20220729,IC-LK-KD-033,520
세컨박스,기본,I2207180001,20220718,IC-LK-KD-033,280
세컨박스,기본,I2206300001,20220630,IC-LK-KD-033,1
세컨박스,기본,I2206300001,20220630,IC-LK-KD-034,123
세컨박스,기본,I2206300001,20220630,IC-LK-KD-035,136
블러썸,블러썸,I2207070006,20220707,BC2206SUNT03811BKM,2
블러썸,블러썸,I2207070006,20220707,BC2206SUNT03811IVS,5
블러썸,블러썸,I2207070006,20220707,BC2206SUNT03811IVM,2
블러썸,블러썸,I2207070006,20220707,BC2205SUNT04911BKS,5
블러썸,블러썸,I2207070006,20220707,BC2205SUNT04911BKM,3
블러썸,블러썸,I2207070008,20220707,BC2205SUDN01032BK26,2
블러썸,블러썸,I2207070008,20220707,BC2205SUDN01032BK27,3
블러썸,블러썸,I2207070008,20220707,BC2205SUDN01032BK28,2
블러썸,블러썸,I2207070008,20220707,BC2205SUDN01032CR26,2
블러썸,블러썸,I2207070008,20220707,BC2205SUDN01032CR27,3
블러썸,블러썸,I2207070008,20220707,BC2205SUDN01032CR28,2
블러썸,블러썸,I2207070008,20220707,BC2205SUDN01032PK26,2
블러썸,블러썸,I2207070008,20220707,BC2205SUDN01032PK27,3
블러썸,블러썸,I2207070008,20220707,BC2205SUDN01032PK28,2
블러썸,블러썸,I2207070001,20220707,BC2206SUSH01502BKS,5
블러썸,블러썸,I2207070001,20220707,BC2206SUSH01502BKM,5
블러썸,블러썸,I2207070001,20220707,BC2206SUSH01502IVS,5
블러썸,블러썸,I2207070001,20220707,BC2206SUSH01502IVM,5
블러썸,블러썸,I2207070002,20220707,BC2205SUPT03403BEXS,3
블러썸,블러썸,I2207070002,20220707,BC2205SUPT03403BES,3
블러썸,블러썸,I2207070002,20220707,BC2205SUPT03403BEM,1
블러썸,블러썸,I2207070006,20220707,BC2205SUNT04811BKS,5
블러썸,블러썸,I2207070006,20220707,BC2205SUNT04811BKM,3
블러썸,블러썸,I2207070002,20220707,BC2205SUPT03403GRS,3
블러썸,블러썸,I2207070002,20220707,BC2205SUPT03403GRXS,3
블러썸,블러썸,I2207070006,20220707,BC2205SUNT04811IVS,5
블러썸,블러썸,I2207070006,20220707,BC2205SUNT04811IVM,3
블러썸,블러썸,I2207070006,20220707,BC2206SUNT03811BKS,5
블러썸,블러썸,I2207070002,20220707,BC2205SUBL01503BES,5
블러썸,블러썸,I2207070002,20220707,BC2205SUBL01503BEM,3
블러썸,블러썸,I2207070002,20220707,BC2205SUBL01503GRS,5
블러썸,블러썸,I2207070002,20220707,BC2205SUBL01503GRM,3
블러썸,블러썸,I2207070003,20220707,BC2105SUSH03206CRS,6
블러썸,블러썸,I2207070003,20220707,BC2105SUSH03206CRM,2
블러썸,블러썸,I2207070003,20220707,BC2105SUSH03206GRS,6
블러썸,블러썸,I2207070003,20220707,BC2105SUSH03206GRM,2
블러썸,블러썸,I2207070003,20220707,BC2105SUSH03206IVS,6
블러썸,블러썸,I2207070003,20220707,BC2105SUSH03206IVM,2
블러썸,블러썸,I2207070006,20220707,BC2204SPNT04611BES,4
블러썸,블러썸,I2207070004,20220707,BC2205SUVST00408BES,3
블러썸,블러썸,I2207070004,20220707,BC2205SUVST00408BEM,1
블러썸,블러썸,I2207070004,20220707,BC2205SUVST00408BKS,3
블러썸,블러썸,I2207070004,20220707,BC2205SUVST00408BKM,1
블러썸,블러썸,I2207070004,20220707,BC2205SUVST00408IVS,3
블러썸,블러썸,I2207070004,20220707,BC2205SUVST00408IVM,1
블러썸,블러썸,I2207070004,20220707,BC2206SUPT03608BEXS,2
블러썸,블러썸,I2207070004,20220707,BC2206SUPT03608BES,3
블러썸,블러썸,I2207070004,20220707,BC2206SUPT03608BEM,2
블러썸,블러썸,I2207070004,20220707,BC2206SUPT03608BKXS,2
블러썸,블러썸,I2207070004,20220707,BC2206SUPT03608BKS,3
블러썸,블러썸,I2207070004,20220707,BC2206SUPT03608BKM,2
블러썸,블러썸,I2207070004,20220707,BC2206SUPT03608IVXS,2
블러썸,블러썸,I2207070004,20220707,BC2206SUPT03608IVS,3
블러썸,블러썸,I2207070004,20220707,BC2206SUPT03608IVM,2
블러썸,블러썸,I2207070005,20220707,BC2104SPJK02809IVS,5
블러썸,블러썸,I2207070005,20220707,BC2104SPJK02809IVM,5
NHNWETOO,가방팝,I2206200001,20220620,1000891795992/733476,2
트라이엄프,트라이엄프,I2207040001,20220704,SMTD40HL4PTBD4944,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTL20UL1PTBD1345,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTL20UL5PTBD1364,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTL20UL7PTBD3424,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTL20UL3PTBD1508,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTL20UL1PTBD3466,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTL20UL5PTBD1297,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTL20UL2PTBD2620,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTL20UL2PTBD3587,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTL20UL2PTBD3590,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTL20UL8PTBD1861,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTP02ST3PTBD3894,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTP01ST4PTBD3400,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTP01ST0PTBC7464,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTP01ST0PTBD2910,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTP01ST3PTBC7670,1
NHNWETOO,1300K,I2207040001,20220704,215026835989-0,10
NHNWETOO,1300K,I2207040001,20220704,215026831793-0,10
NHNWETOO,1300K,I2207040001,20220704,215026831794-0,10
NHNWETOO,1300K,I2207040001,20220704,215026835987-0,10
NHNWETOO,1300K,I2207040001,20220704,215026831802-0,10
NHNWETOO,1300K,I2207040001,20220704,215026835984-1,10
NHNWETOO,1300K,I2207040001,20220704,215026835984-2,10
NHNWETOO,1300K,I2207040001,20220704,215026835979-1,10
NHNWETOO,1300K,I2207040001,20220704,215026831994-0,10
NHNWETOO,1300K,I2207040001,20220704,215026835979-2,10
NHNWETOO,1300K,I2207040001,20220704,215026835941-1,10
NHNWETOO,1300K,I2207040001,20220704,215026835941-2,10
NHNWETOO,1300K,I2207040001,20220704,215026835994-0,10
NHNWETOO,1300K,I2207040001,20220704,215026835986-1,10
NHNWETOO,1300K,I2207040001,20220704,215026835986-2,10
NHNWETOO,1300K,I2207040001,20220704,215026835997-0,10
NHNWETOO,1300K,I2207040001,20220704,215026831807-1,10
NHNWETOO,1300K,I2207040001,20220704,215026831807-2,10
트라이엄프,트라이엄프,I2207040001,20220704,SMTD45HG4PTBC4916,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTD54HF6PTBD5365,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTD40HL9PTBD4924,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTD31G71NTBD5575,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTD31G73NTBD5299,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTD10G78PTBD7004,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTD10G76PTBD6935,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTD10G72PTBD6849,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTD10G72PTBD5670,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTD10G74PTBD5587,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTD10G75PTBD5274,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTD10G79PTBD5598,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTD10G71PTBD5353,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTD10G71PTBD4994,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTD53HL9PTBD5439,1
트라이엄프,트라이엄프,I2207040001,20220704,SMTD46HL9PTBD0195,1
